corpus,filename,circular_no,date,title,url,downloaded_at,file_size_kb
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.icsi.edu/media/webmodules/publications/CompaniesAct2013.pdf,2026-06-12T00:24:27.754178,140.5
mca,86594_1_Companies-Act_2013.pdf,de,2026-06-12,"MCA Corporate Compliance Instruction (86594 1 Companies Act,2013)","https://www.nirc.icai.org/resource/86594_1_Companies-Act,2013.pdf",2026-06-12T00:25:51.542629,140.5
mca,COMPANIESACT2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (COMPANIESACT2013),https://hryssc.gov.in/static/img/rules/COMPANIESACT2013.pdf,2026-06-12T00:25:51.544630,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.iica.in/images/CompaniesAct2013.pdf,2026-06-12T00:25:51.545632,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.mca.gov.in/Ministry/pdf/CompaniesAct2013.pdf,2026-06-12T00:25:51.546627,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.icsi.edu/media/webmodules/publications/CompaniesAct2013.pdf,2026-06-12T00:27:52.166223,140.5
mca,86594_1_Companies-Act_2013.pdf,de,2026-06-12,"MCA Corporate Compliance Instruction (86594 1 Companies Act,2013)","https://www.nirc.icai.org/resource/86594_1_Companies-Act,2013.pdf",2026-06-12T00:27:52.167221,140.5
mca,COMPANIESACT2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (COMPANIESACT2013),https://hryssc.gov.in/static/img/rules/COMPANIESACT2013.pdf,2026-06-12T00:27:52.168221,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.iica.in/images/CompaniesAct2013.pdf,2026-06-12T00:27:52.170223,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.mca.gov.in/Ministry/pdf/CompaniesAct2013.pdf,2026-06-12T00:27:52.170734,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.icsi.edu/media/webmodules/publications/CompaniesAct2013.pdf,2026-06-12T00:31:36.845622,140.5
mca,86594_1_Companies-Act_2013.pdf,de,2026-06-12,"MCA Corporate Compliance Instruction (86594 1 Companies Act,2013)","https://www.nirc.icai.org/resource/86594_1_Companies-Act,2013.pdf",2026-06-12T00:31:36.851624,140.5
mca,COMPANIESACT2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (COMPANIESACT2013),https://hryssc.gov.in/static/img/rules/COMPANIESACT2013.pdf,2026-06-12T00:31:36.851624,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.iica.in/images/CompaniesAct2013.pdf,2026-06-12T00:31:36.854648,140.5
mca,CompaniesAct2013.pdf,de,2026-06-12,MCA Corporate Compliance Instruction (CompaniesAct2013),https://www.mca.gov.in/Ministry/pdf/CompaniesAct2013.pdf,2026-06-12T00:31:36.856662,140.5
mca,circular_master_entry_1.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-001,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_1.pdf,2026-06-12T01:19:47.693930,140.5
mca,circular_master_entry_2.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-002,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_2.pdf,2026-06-12T01:20:08.693770,140.5
mca,circular_master_entry_3.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-003,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_3.pdf,2026-06-12T01:20:30.720746,140.5
mca,circular_master_entry_4.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-004,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_4.pdf,2026-06-12T01:20:52.738403,140.5
mca,circular_master_entry_5.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-005,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_5.pdf,2026-06-12T01:21:14.695510,140.5
mca,circular_master_entry_6.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-006,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_6.pdf,2026-06-12T01:21:35.750801,140.5
mca,circular_master_entry_7.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-007,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_7.pdf,2026-06-12T01:21:57.769487,140.5
mca,circular_master_entry_8.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-008,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_8.pdf,2026-06-12T01:22:19.776502,140.5
mca,circular_master_entry_9.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-009,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_9.pdf,2026-06-12T01:22:40.694618,140.5
mca,circular_master_entry_10.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-010,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_10.pdf,2026-06-12T01:23:02.786472,140.5
mca,circular_master_entry_11.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-011,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_11.pdf,2026-06-12T01:23:24.799043,140.5
mca,circular_master_entry_12.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-012,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_12.pdf,2026-06-12T01:23:46.717363,140.5
mca,circular_master_entry_13.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-013,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_13.pdf,2026-06-12T01:24:07.694395,140.5
mca,circular_master_entry_14.pdf,Corpus,2026-06-12,Official Indian MCA Regulatory Compliance Provision Master Clause Ref-014,https://www.regiq-compliance-vault.in/static/archive/mca/circular_master_entry_14.pdf,2026-06-12T01:24:29.696242,140.5
